,Date,BTC_dc,ETH_dc,XRP_dc,S&P500_dc,Nifty50_dc,gold_dc,usd_dc
37,2015-10-06,0.02308355117532344,0.033815737835392636,0.06017073003187153,-0.0036011556022464957,0.00412123293551981,0.007586390502499861,-0.0069
38,2015-10-07,-0.012734173800066402,-0.06770239031658769,0.008725469174712217,0.007971620829429288,0.0029960623180962163,0.0019146657963446958,0.0005
39,2015-10-08,-0.002744458547063582,0.019829034853389965,-0.0684090972831278,0.008741302156022378,-0.005910681665815751,-0.0037564857028634085,-0.0019
40,2015-10-09,0.006669914455299066,0.044436989349128035,-0.009661305722930428,0.0007246053134414465,0.007369012295932629,0.010032082944242692,-0.0054
41,2015-10-12,-0.007101294715486979,-0.01426920070101602,0.014824607071924486,0.0012738790360155524,-0.00566088707696835,0.00738258633600997,0.0003
42,2015-10-13,0.01683311566048319,-0.03023926313510697,0.021634866471740274,-0.006872320568551014,-0.001463408635340771,0.0007720234707246219,-0.0008
43,2015-10-14,0.00984567907028268,-0.16193532967545848,0.007720070214495462,-0.004738647304236223,-0.0029354086754893602,0.012117555538362306,-0.0088
44,2015-10-15,0.009165652893997867,0.06924996093563116,-0.003546807920317875,0.014635399681796118,0.008753591295311494,0.006566249551654239,0.004699999999999999
45,2015-10-16,0.03252183065308472,-0.0473127552247044,-0.00030385305866284745,0.004549680046824815,0.0071193168369111555,-0.0036330247441641217,0.0018
46,2015-10-19,0.00681000113063695,-0.058730407438495585,0.012759794611186063,0.0002704483541989231,0.004459187557779063,-0.008778595900322872,0.0040999999999999995
47,2015-10-20,0.02236299860336018,-0.1246122118318569,-0.06597459914695335,-0.0014231055215509882,-0.0016219520313738342,0.00398977164685913,-0.0002
48,2015-10-21,-0.011984021915369056,0.02794367786372036,-0.007197771373465757,-0.005859510436169439,-0.001205812135681,-0.00890718072436825,0.0013
49,2015-10-23,0.00894404231419962,-0.05196819241828587,-0.009959801353590756,0.010910054694841275,0.005273975492589311,-0.0028366946282145523,0.0078000000000000005
50,2015-10-26,0.005678216566777662,0.15763069663277032,0.025421249529705106,-0.0019167817379466077,-0.0042249002790372865,0.003170480719794392,-0.0028000000000000004
51,2015-10-27,0.02889160467422089,0.15905876256969168,-0.005486792866309495,-0.0025606397242834635,-0.0033584763570551858,-0.0001713669794335563,0.0005
52,2015-10-28,0.0355527798156691,0.13251039430580877,0.005533424954490523,0.011701389719424995,-0.007550910514979418,0.008750256741148744,0.009000000000000001
53,2015-10-29,0.029430785516823002,0.16921087692613798,-0.008856020557569252,-0.00044988776736019004,-0.00732887478041111,-0.02606348176177695,-0.0051
54,2015-10-30,0.043168766762966305,-0.15889061921467634,0.042337088503963456,-0.004833217913203932,-0.005696893054625681,-0.004993386771791551,-0.0034000000000000002
55,2015-11-02,0.09900078923970809,-0.0665606642071397,0.04940338308249686,0.011734512012547256,-0.0018631688776270681,-0.005018445812727779,-0.0002
56,2015-11-03,0.1046758010791602,0.023260256826512594,0.04214931825688435,0.0027206499225040323,0.0012281811753321221,-0.019386195431631184,0.0024
57,2015-11-04,0.019792829592789492,-0.12714534954489512,-0.0880526349772785,-0.0035579909718357512,-0.002549687818710977,-0.006958835065521966,0.008100000000000001
58,2015-11-05,-0.06524840980065795,-0.003810719808176267,-0.09802210840063244,-0.0011333711123704645,-0.01065307430755017,-0.0019014631966360494,-0.0001
59,2015-11-06,-0.03173552660241733,0.03282287302609069,0.012386456124619671,-0.0003477515243902526,-0.00014457588977026718,-0.015446899936305315,0.0126
60,2015-11-09,0.018116634956522982,-0.028212352766338843,-0.00811854434586423,-0.009920234005907828,-0.004939862542955372,0.00027580475538261474,-0.0019
61,2015-11-10,-0.12896537383509932,-0.06949233332129764,-0.04614970794970971,0.001508368080241278,-0.016940006552448424,0.0002756175459522927,0.0031
62,2015-11-11,-0.0827268008626196,-0.17998709190416695,-0.033332040970446807,-0.0032385542168673733,0.005322683706070241,-0.003226698772110482,-0.0028000000000000004
63,2015-11-13,-0.004154431801725499,0.009274460394611926,-0.014095296970763659,-0.011334427396393579,-0.008083996263969854,0.0,0.0034999999999999996
64,2015-11-16,0.032002992420499296,0.02432174325246544,0.01650518193234185,0.014684466610493958,0.005681090359439495,0.0026759270380368513,0.0044
65,2015-11-17,0.012960504027190366,0.0783924260861122,0.0037573860968374124,-0.0013411755525643276,0.003948938124796629,-0.014035745005849634,0.0019
66,2015-11-18,-0.0015063146186397199,-0.014759623494018378,0.001836421466008219,0.015905316810489577,-0.013677280840166584,9.365456157449053e-05,0.0002
67,2015-11-19,-0.02588083931787878,-0.039545467900122304,-0.008466699501375203,-0.0011243297265092665,0.01414682349941026,0.008534277365491703,-0.0066
68,2015-11-20,-0.012815843643921347,-0.03309690690876279,0.0010882927177995121,0.0037957657825836533,0.001756496171983909,-0.0014864139393590068,0.0058
69,2015-11-23,-0.004612410610632152,-0.022227784945186284,0.004883208685844866,-0.0012364671545439818,-0.0009300251616396703,-0.008998851292703761,0.0024
70,2015-11-24,-0.00937365283061831,-0.051964486612624546,-0.010948192344528672,0.0012205979493953144,-0.0022536901782521626,0.006981289823994041,-0.0027
71,2015-11-27,0.014964729908492097,-0.01870153286671065,-0.0035335415837307346,0.0005932702106588823,0.007415614337693686,-0.013539149463565867,0.0022
72,2015-11-30,0.01597315767359495,-0.006293542836382086,-0.023343805012624043,-0.0046625424796075165,-0.0009388488075359715,0.00900740998183224,0.0015
73,2015-12-01,-0.04091999609025319,0.0019216160789179645,-0.027146337425843853,0.010567717572754242,0.0024701756150296845,-0.001880052554876316,-0.0037
74,2015-12-02,-0.009190184403526301,-0.06525736161359677,0.019858904714916477,-0.011118003760501219,-0.002969229702383487,-0.009106524801953713,0.0019
75,2015-12-03,0.0051488683520198,-0.011164288368448011,0.020944548830100263,-0.01458319103053265,-0.008545106591303666,0.007064142739138169,-0.023700000000000002
76,2015-12-04,0.00588415163677073,0.03321022972992821,0.10353060827521936,0.020112923043089637,-0.01056939821894396,0.021023558321807235,0.0075
77,2015-12-07,0.017073088307592885,-0.029874398554495633,0.03887627011328,-0.007038761332068678,-0.0021248100548587326,-0.007525061147713213,0.0032
78,2015-12-08,0.04819239947689564,0.013202491638603216,0.17936402822218286,-0.006532305351353717,-0.008270901229598636,-9.288766649502016e-05,-0.0019
79,2015-12-09,0.004789696539514412,-0.03780891664535422,0.20507616537293225,-0.007799298698000731,-0.01171756978653528,0.0012063168420115343,-0.0115
80,2015-12-10,-0.005015859659349325,0.05738839767779082,-0.009341405387567172,0.0022463369115548098,0.00921479051969859,-0.004193458298987046,0.0062
81,2015-12-11,0.08067253764981325,0.09611709041031186,-0.0004134351529132787,-0.019807490670204847,-0.009572364314856594,0.0035286915361792772,-0.0039000000000000003
82,2015-12-14,0.0234746157940979,0.040420056368056706,-0.15297410612427573,0.004733078132882362,0.005176436755315372,-0.01145869593451308,0.0004
83,2015-12-15,0.04542886934823155,0.020833208440696922,-0.13912490276488543,0.01050694672141177,0.006603124310145497,-0.0016934113833457069,0.0064
84,2015-12-16,-0.022831936375771376,-0.02317232711588437,0.010498610226657431,0.01430728340094646,0.006450863770658891,0.01400739888682743,-0.0036
85,2015-12-17,0.0025083701555942937,-0.05366319477005455,-0.009095834625142615,-0.015270166365475154,0.011913032947280619,-0.02588499213136224,0.0143
86,2015-12-18,0.016259133482084936,-0.022359993597271748,-0.04819201559988578,-0.01811971778315183,-0.01061588904849948,0.014443727919473624,-0.005699999999999999
87,2015-12-21,-0.009223963032069897,-0.003457021802582501,0.005343998599911719,0.007718378151052686,0.009253999961707587,0.014511574685019117,-0.0034000000000000002
88,2015-12-22,-0.004734652346764283,-0.04231533638680538,-0.012254489871602232,0.008739706812753467,-0.006209784102438891,-0.006605856602449863,-0.0013
89,2015-12-23,0.01317585176547653,-0.007138092473796627,-0.028459759199388538,0.012265718479477175,0.010151348533870602,-0.005049583765485229,0.0011
90,2015-12-24,0.02765802120981306,0.006006297118171876,-0.008508230191086427,-0.001601172252170162,-0.0006233264004172008,0.007240927733759268,-0.0037
91,2015-12-28,-0.0012882628744261054,-0.013443766099772226,-0.00047005261725409326,-0.0021833211767565194,0.008088174987224148,-0.006258711816908039,-0.0006
92,2015-12-29,0.024721547884135935,0.032127509725947564,-0.012113023066417265,0.010517908350815126,0.00047925639586580596,0.0064965197215777265,0.0018
93,2015-12-30,-0.014914928190482566,0.04265980728512112,-0.013358661751930123,-0.007269696029776674,-0.004141206268798457,-0.016413568902863582,0.0017000000000000001
94,2015-12-31,0.009166961458645121,0.023120581250340107,-0.02340243973796539,-0.009501257375461154,0.006304781440535637,0.00018869470032437476,0.0037
95,2016-01-04,0.007111708776068327,-0.018256014590673615,-0.0099685239473438,-0.015541621535679137,-0.02206307034769546,0.013766093693969188,0.0024
96,2016-01-05,-0.002618325736790607,-0.004529678493132433,0.014324157749163345,0.002008221310947015,-0.0008542452133365722,0.003060133463053466,0.0054
97,2016-01-06,-0.006653337517983362,0.0007193728693374147,-0.0068362725408788495,-0.013289720940982607,-0.005638806355767942,0.012363769304212416,-0.0022
98,2016-01-07,0.06318768535570272,-0.009400210234974568,0.005942845422642528,-0.02427576694852018,-0.022818862888627542,0.014263724563440036,-0.0097
99,2016-01-08,-0.010630348933817264,0.045383572370679685,-0.01784332151962323,-0.010957165080669889,0.004347911884073247,-0.009017946400182855,0.0033
100,2016-01-11,0.0009745415316322094,0.05874999129736218,-0.010416167997222083,0.0008525370775653309,-0.004957792658500631,-0.001185635202918326,0.0018
101,2016-01-12,-0.02923639863301634,0.06958813348347505,-0.006880347370006702,0.007742381414158082,-0.0071302078478889235,-0.010040552911729275,0.0025
102,2016-01-13,-0.007676278536890446,-0.014041947005899651,-0.010483897478376438,-0.025604672323676966,0.0068893472971542705,0.0017471485057471542,-0.0004
103,2016-01-14,-0.0047989162191042194,0.054127846827198386,-0.047795769150121376,0.01642176247762558,-0.0033966670204860754,-0.012664098795103452,0.0016
104,2016-01-15,-0.18108535165270917,0.015248202944642544,-0.05737441496591024,-0.022075912206899848,-0.013310387480168866,0.016124577187356822,-0.0013
105,2016-01-19,-0.01846384626709965,-0.04006883487063195,-0.010495668961737845,0.0005315388581482249,0.011311213030087069,-0.0014680025367170462,0.0003
106,2016-01-20,0.09537877619888939,0.10473167054713063,0.02047245729893691,-0.011832219132698338,-0.017210950433010026,0.015536042248094078,0.001
107,2016-01-21,-0.024296712194363582,0.013999995396050886,-0.012856289745587548,0.0051685669800266894,-0.004466248900615655,-0.007278682717394582,-0.0003
108,2016-01-22,-0.07260279612283801,-0.034837154146807985,-0.038753527488694706,0.0198804342125964,0.019622900794212104,-0.0017317035042411463,0.0051
109,2016-01-25,-0.028706276169403293,0.1432697956194102,-0.01650158521541698,-0.015886376712766725,0.0018423512166914086,0.008135961307776265,-0.0021
110,2016-01-27,0.007137138416382317,0.046965729232639655,0.1670611786143111,-0.010982766403781334,0.00021511881953552672,-0.005017449261194219,-0.0046
111,2016-01-28,-0.038610065875899234,0.0545974579090216,-0.044960163863556106,0.005498161997718265,-0.0017643929343471227,-0.00044818932480866243,-0.0039000000000000003
112,2016-01-29,-0.0021477161636993024,-0.012637438087819903,0.08971071229183344,0.024161959345235698,0.01836439238188424,0.0007166320161240525,0.011200000000000002
113,2016-02-01,0.011496937370396454,-0.04265973157979842,0.021786326590243908,-0.0004434406872298879,-0.0010058298427067893,0.010195939139371807,-0.006
114,2016-02-02,0.0037174675743395715,0.09343595444829636,0.03347384946241871,-0.01910111769126085,-0.013466477992904565,-0.0005322229875997157,-0.0014000000000000002
115,2016-02-03,-0.01216111641759378,0.03521588294277942,0.016605746139177653,0.004967242343910945,-0.012734657284903148,0.012266712870350539,-0.016
116,2016-02-04,0.05042426040731255,0.019142366705221812,0.012610370975268726,0.0015244459526482408,0.005699621826039954,0.014080794175828512,-0.0084
117,2016-02-05,-0.007877352733262353,-0.01538007770654511,0.040156527669609615,-0.018829286455147518,0.011363181156614327,0.00017280444941488758,0.0058
118,2016-02-08,-0.00849653157514057,0.06775606159283426,-0.04346487293005975,-0.014357087361878398,-0.013787268604690563,0.033475226810747674,-0.004699999999999999
119,2016-02-09,0.0068664937795201815,0.2138262071567307,-0.022442894163941032,-0.0006640715685586506,-0.012201638760242276,0.0006673288001160727,-0.0052
120,2016-02-10,0.01472556016476737,0.08827709363947722,0.0048437087166983556,-0.00018899916840373272,-0.011433402164724143,-0.0033481210044847484,-0.0019
121,2016-02-11,-0.005254771873353663,0.26223410308249906,-0.0048980597715293575,-0.012454348634286076,-0.03430877177893876,0.04263167880185887,-0.0034000000000000002
122,2016-02-12,0.011994412116716553,-0.08403135600359671,0.020579249877882795,0.019144349467497532,0.0006589361046848143,-0.007101967694655222,0.004
123,2016-02-16,0.017922022035163725,-0.2254912501564946,-0.021269938949147058,0.01624832505090788,-0.016273543078068997,-0.025829912559054587,0.009300000000000001
124,2016-02-17,0.02121911541229284,-0.1485265537352705,-0.03845954011976041,0.01621324254471098,0.00846879418157261,0.0026421864944368057,-0.0008
125,2016-02-18,0.014326188169953898,0.14591290320762432,-0.01783669163766912,-0.004687589619517898,0.011582716306879435,0.012233912644656965,0.0017000000000000001
126,2016-02-19,-0.0037738563967681833,0.07150016480350642,0.030255628403117876,-2.6071812199498654e-05,0.0026349547550532193,0.00349483738306564,-0.0036
127,2016-02-22,-0.002398682220164547,0.17143775511191686,-0.006212086943993861,0.014248265227447971,0.0032897692323641666,-0.017279887556841695,0.008100000000000001
128,2016-02-23,-0.04043389135757659,-0.005422303856440018,-0.010115936064147596,-0.012611449718155188,-0.017581984795099547,0.010472100537402454,0.001
129,2016-02-24,0.009928096560663702,0.10426738607884224,0.013174791930842873,0.004420147165509365,-0.012943992477239426,0.013239608176912013,-0.0002
130,2016-02-25,-0.0009680509404549832,-0.021568273052530975,-0.006071838075964681,0.011220986831992668,-0.006900410294666091,-0.00040381200112000326,-0.0017000000000000001
131,2016-02-26,0.017604920414918495,-0.030925442572545373,0.0037950166294198496,-0.0018736685403352537,0.008414239482200596,-0.015084359125157005,0.0088
132,2016-02-29,0.009579670983802982,-0.020729093230654787,0.004248609110087242,-0.008187431102922497,-0.006111305915944471,0.011427161622293708,0.0006
133,2016-03-01,-0.005915580676541281,0.17203466635715228,0.010380162335744961,0.0233123562564763,0.03257272613987234,-0.002926095144778854,0.0014000000000000002
134,2016-03-02,-0.026260048748775668,0.095884575240196,0.0030534634449611306,0.0040776259155781095,0.019887770819055916,0.00870189929002144,-0.0014000000000000002
135,2016-03-03,-0.0055449001422919865,0.08917008178953773,0.016104688175566137,0.0034865054680445697,0.014279790250949756,0.012963295442087618,-0.0063
136,2016-03-04,-0.026067143143267732,0.10684698925407199,-0.008101533110495487,0.0032950164750823346,0.0013025443032055948,0.00984329456158826,-0.0026
137,2016-03-08,-0.0008431235778692583,0.02991502242786533,0.0039952804563477915,-0.011367884967108919,-6.679758994319786e-06,-0.0008715434758871162,0.0014000000000000002
138,2016-03-09,0.0021404823787203285,0.17236425229743899,0.013270422693145222,0.005026994962951047,0.006173822990520194,-0.004376890104285662,-0.0004
139,2016-03-10,0.005444396475441541,-0.05245461674525533,0.016381279557774218,0.00015581256251348053,-0.0060979275061280565,0.012106937106918262,-0.0113
140,2016-03-11,0.010811236814060234,-0.020049120750272747,0.06956094496426465,0.016131026263605356,0.003202311522995417,-0.01056649679650297,0.001
141,2016-03-14,0.005698293399306905,-0.16240792550057656,-0.01843146481398898,-0.0012626012556693047,0.003787099983419026,-0.011491422954199512,0.004699999999999999
142,2016-03-15,0.0009404272812499885,0.04284401949453943,-0.035823354400492904,-0.0018403416785305225,-0.01047502881805748,-0.011378413302111574,0.0001
143,2016-03-16,0.00043404073703937236,-0.039062724334427576,-0.0008889097406956968,0.0055692031451938925,0.005087514585764246,-0.0008947978167697005,-0.0077
144,2016-03-17,0.008582585867758395,-0.1298921366512922,0.013048841671410386,0.006552026619752078,0.0018369262101417204,0.02783705100830372,-0.0118
145,2016-03-18,-0.027037118810640987,-0.007583107128958182,-0.020607848897257815,0.004386264502971345,0.012072037715255108,-0.00853401705362356,0.0034999999999999996
146,2016-03-21,-0.0010839352816799284,0.13016579596928096,0.010854829230663176,0.0009845973874049434,0.01296686893597685,-0.008039877477123335,0.0021
147,2016-03-22,0.011437714325756172,-0.05226701492960221,0.0077608489047214175,-0.0008781344521415392,0.0013804456311811736,0.0035249977349182822,0.0038
148,2016-03-23,-0.00011483120579263207,0.09196485613433146,0.0265856955045644,-0.006427031830746717,0.00020734789088321958,-0.02002124783937333,0.0042
149,2016-03-28,-0.005973224903373457,0.1068440456013555,-0.06147842252540811,0.0005449056233278025,-0.013315649170726534,-0.0012296089601519674,-0.0021
150,2016-03-29,-0.01852268940613974,-0.0007892742481340019,0.0002722931390680496,0.008739616838847627,-0.002382519415558821,0.012706338867717767,-0.008100000000000001
151,2016-03-30,-0.004098158341126124,0.024805713062024694,-0.03189237454897481,0.004331500278591827,0.017866377081394123,-0.00709100320304496,-0.0034000000000000002
152,2016-03-31,0.004590499741640216,-0.048178221484940414,0.008066045396858753,-0.0020439472943187182,0.0004135221751266177,0.005914703686453172,-0.0026
153,2016-04-01,0.002945228189288137,0.02230017879553784,0.003549612526994594,0.006291068034234418,-0.003286637581760711,-0.009818360727458415,0.0003
154,2016-04-04,0.0012813292978639953,-0.04131827975352665,-0.0015417983822780556,-0.00321857772744217,0.005896530391297623,-0.0034482356321839536,-0.0012
155,2016-04-05,0.006098621660261907,-0.06890144220161257,-0.0022665084760631867,-0.010248536796452146,-0.020465067340067387,0.008466316995122453,0.0013
156,2016-04-06,-0.0014572164829938195,0.023143742658053502,-0.024396322617444448,0.010398420640066476,0.0014643403573516513,-0.00482619550102252,-0.0021
157,2016-04-07,-0.001580147075172236,-0.06114380302544408,-0.0611869202591384,-0.012121004353766705,-0.00899760814687708,0.011082309936121373,0.0005
158,2016-04-08,-0.005700016175407631,-0.036021071596389585,-0.030689122213890866,0.002778863059191164,0.001158142736128759,0.005070461971830941,-0.0026
159,2016-04-11,0.0021752504691047473,-0.03384511639930443,0.01840029890967114,-0.0027473200162586005,0.015147170008081945,0.011299396477815296,-0.003
160,2016-04-12,0.00636656722142702,-0.16143917840316177,-0.027727715363836416,0.009569679684923168,0.004870961674417421,0.0021439359604140955,0.0001
161,2016-04-13,-0.0034361028903597155,0.07484820133189712,-0.03343472427377772,0.009940357852882834,0.018024444458597914,-0.010105850581338954,0.0083
162,2016-04-18,0.0027812450379412802,-0.030223538256154422,0.06980463890461569,0.0064984672975735205,0.008117806107622525,0.00040531777701655855,-0.0022
163,2016-04-20,0.013321593383591105,-0.029423149019310976,0.01735758387965962,0.0007610350076103068,6.317318929869156e-06,0.00015955235223278068,0.0054
164,2016-04-21,0.017880581727492354,-0.04487931070403394,0.025475386783054246,-0.005221183085661863,-0.0003412516351640622,-0.0033626509207366337,0.0012
165,2016-04-22,-0.00827391104012006,-0.03591620991867578,-0.020539988455391366,4.781074594321473e-05,-0.0016140670692339828,-0.01652156735538109,0.0055000000000000005
166,2016-04-25,0.006222020928958441,-0.05917267741233619,0.004349859855395481,-0.001815316674569743,-0.005633318693070063,0.008233168780695717,-0.0029
167,2016-04-26,0.010004515215411656,-0.02126526255845446,-0.026474168941293414,0.0018692929196346775,0.013513089235367554,0.0026565183788193735,-0.0028000000000000004
168,2016-04-27,-0.0481281822384292,0.04676954795602291,-0.055099848814328396,0.0016466601436652616,0.00216168122407549,0.00560358651503021,-0.0019
169,2016-04-28,0.009629997352036186,-0.08190136529421908,-0.005724989619729851,-0.009316844990630234,-0.016904010959253195,0.012880323192414021,-0.0067
170,2016-04-29,0.013372970460317688,0.03818545232002592,0.01078070871308243,-0.0050888490776157275,0.00032484904073991464,0.018383456330119,-0.0073
171,2016-05-02,-0.01620529775963265,0.12955564513767998,-0.011496735326660694,0.007749479924859186,-0.005623951113901094,0.0042480885210136226,-0.0048
172,2016-05-03,0.01251372279237638,-0.09149456950907527,-0.02349232755607806,-0.008752671600343102,-0.007602943074738562,-0.0030990936328004863,0.0033
173,2016-05-04,-0.00801841157094179,0.010888301379802134,-0.03751830065354162,-0.005972346815398417,-0.005248781880348511,-0.013665201704551346,0.0026
174,2016-05-05,0.0027993202390470522,0.0419627942702093,-0.021000488315250625,-0.0002389509565352022,0.0037424859414387974,-0.0014944352399980088,0.0064
175,2016-05-06,0.025297884745898662,-0.051297657239888286,0.03217123603598261,0.003164587728593953,-0.0002650822078115436,0.01662928269850508,0.0012
176,2016-05-09,0.004202104206696924,-0.019918811222501706,-0.0007876973664359588,0.000752905974187557,0.016857253640645605,-0.021570834795907157,0.0026
177,2016-05-10,-0.021264402863039527,0.006813996973390592,-0.020146858846686284,0.01232974635264985,0.002757422855549076,-0.0013450051172717908,0.0017000000000000001
178,2016-05-11,0.004048805961527041,0.06349961395206709,-0.013562229344015145,-0.009653856214215745,-0.004962510431464459,0.008394753021711918,-0.005
179,2016-05-12,0.004481413351378615,0.0061167029255948585,-0.0034765311495025117,-0.00016956460653739822,0.006524986076654255,-0.0033849695616283686,0.0034999999999999996
180,2016-05-13,0.001983940549426226,0.04271601381468896,-0.009432998008155937,-0.008550725345815875,-0.010940639035688237,0.0012579408521184883,0.0049
181,2016-05-16,-0.007497305640036735,0.10821928064103374,-0.0064398411505868615,0.009701644198852234,0.005832776770664423,0.001177948776291212,-0.0004
182,2016-05-17,-0.0008374154421909295,0.08422960826163314,0.00021090515731546794,-0.009500735146858319,0.0038019199695846404,0.00219395636068319,-0.0002
183,2016-05-18,0.0018388992918351435,0.10029061230874706,0.0008575737075425308,0.0002051151819420856,-0.002617485054287449,-0.0019627856608121987,0.005600000000000001
184,2016-05-19,-0.03625130627394778,0.08199893163062302,0.0006299219406237577,-0.00372051528401411,-0.011145514813577614,-0.015547760135417196,0.0022
185,2016-05-20,0.008947850303679122,-0.08317198750619231,0.008483241021805206,0.005983472362984427,-0.004348555427952027,-0.0014371821826155004,0.0004
186,2016-05-23,0.010879086683031848,-0.06125619057645242,-0.004604767624456,-0.0020898029335365523,-0.0024123501982265846,-0.0010391239908392907,-0.001
187,2016-05-24,0.004094319759160882,-0.0572716928084523,0.008847958057176229,0.013496719747984155,0.0022971150557824943,-0.01806489670961219,0.0036
