,Date,BTC,ETH,XRP,S&P500,Nifty50,gold,usd
255,2016-09-01,572.302978515625,11.99489974975586,0.0059837298467755,2170.86,8774.65,1312.199951,95.65
256,2016-09-02,575.5369873046875,12.11299991607666,0.0059699099510908,2179.98,8809.65,1322.099976,95.84
257,2016-09-06,610.4359741210938,11.68910026550293,0.0059117400087416,2186.48,8943.0,1349.400024,94.82
258,2016-09-07,614.5440063476562,11.547900199890137,0.0058923801407217,2186.16,8917.95,1344.300049,94.96
259,2016-09-08,626.3159790039062,11.34589958190918,0.0059015997685492,2181.3,8952.5,1336.800049,95.03
260,2016-09-09,622.8610229492188,11.652799606323242,0.0058691101148724,2127.81,8866.7,1330.099976,95.34
261,2016-09-12,608.2429809570312,11.893699645996094,0.0058972998522222,2159.04,8715.6,1321.0,95.09
262,2016-09-14,610.6840209960938,11.923199653625488,0.0059612798504531,2125.77,8726.6,1321.5,95.33
263,2016-09-15,607.155029296875,11.937000274658203,0.0083030899986624,2147.26,8742.55,1313.5,95.29
264,2016-09-16,606.9730224609375,12.555800437927246,0.0074459700845181,2139.16,8779.85,1305.800049,96.11
265,2016-09-19,609.2269897460938,13.189000129699709,0.006858279928565,2139.12,8808.4,1313.5,95.84
266,2016-09-20,608.31201171875,14.430299758911133,0.0067852600477635,2139.76,8775.9,1313.699951,96.02
267,2016-09-21,597.1489868164062,13.768500328063965,0.0068288301117718,2163.12,8777.15,1326.900024,95.66
268,2016-09-22,596.2979736328125,13.247599601745604,0.0068426998332142,2177.18,8867.45,1340.400024,95.45
269,2016-09-23,602.8419799804688,13.331299781799316,0.007210639771074,2164.69,8831.55,1337.199951,95.48
270,2016-09-26,608.0430297851562,12.823100090026855,0.0079632299020886,2146.1,8723.05,1339.699951,95.3
271,2016-09-27,606.166015625,13.098299980163574,0.0082292295992374,2159.93,8706.4,1325.900024,95.44
272,2016-09-28,604.72802734375,13.274800300598145,0.0090478602796792,2171.37,8745.15,1319.400024,95.43
273,2016-09-29,605.6929931640625,13.073399543762209,0.0089140003547072,2151.13,8591.25,1321.699951,95.53
274,2016-09-30,609.7349853515625,13.22480010986328,0.0088303200900554,2168.27,8611.15,1313.300049,95.46
275,2016-10-03,612.1329956054688,13.452400207519531,0.0080892099067568,2161.2,8738.1,1309.0,95.69
276,2016-10-04,610.2039794921875,13.277000427246094,0.0078528001904487,2150.49,8769.15,1266.300049,96.17
277,2016-10-05,612.510986328125,13.035699844360352,0.0074345702305436,2159.73,8743.95,1265.199951,96.12
278,2016-10-06,613.02099609375,12.854299545288086,0.0073823002167046,2160.77,8709.55,1249.800049,96.77
279,2016-10-07,617.1209716796875,12.667099952697754,0.0073765101842582,2153.74,8697.6,1248.900024,96.63
280,2016-10-13,636.7860107421875,11.963000297546388,0.0079815201461315,2132.55,8573.35,1255.0,97.52
281,2016-10-14,640.3779907226562,11.938199996948242,0.008767019957304,2132.98,8583.4,1253.099976,98.02
282,2016-10-17,639.1929931640625,12.005000114440918,0.0080304201692342,2126.5,8520.4,1254.400024,97.89
283,2016-10-18,637.9600219726562,12.588500022888184,0.0083500295877456,2139.6,8677.9,1260.800049,97.89
284,2016-10-19,630.52001953125,12.022600173950195,0.0086271101608872,2144.29,8659.1,1267.900024,97.92
285,2016-10-20,630.8569946289062,12.098999977111816,0.0090918699279427,2141.34,8699.4,1265.599976,98.31
286,2016-10-21,632.8280029296875,12.175399780273438,0.0090291798114776,2141.16,8693.05,1265.900024,98.69
287,2016-10-24,653.760986328125,11.968999862670898,0.0090649202466011,2151.33,8708.95,1262.0,98.76
288,2016-10-25,657.5880126953125,11.413999557495115,0.0088908001780509,2143.16,8691.3,1271.900024,98.72
289,2016-10-26,678.3040161132812,11.531999588012695,0.0088346600532531,2139.43,8615.25,1264.800049,98.63
290,2016-10-27,688.31298828125,11.499699592590332,0.0084805702790617,2133.04,8615.25,1267.900024,98.89
291,2016-10-28,689.6510009765625,11.085100173950195,0.0081431400030851,2126.41,8638.0,1275.5,98.35
292,2016-11-01,729.7930297851562,10.76609992980957,0.008102330379188,2111.72,8626.25,1286.400024,97.7
293,2016-11-02,740.8289794921875,10.752599716186523,0.0082223201170563,2097.94,8514.0,1306.800049,97.4
294,2016-11-03,688.7000122070312,10.800999641418455,0.00802110042423,2088.66,8484.95,1302.099976,97.16
295,2016-11-04,703.2349853515625,11.090700149536133,0.008156799711287,2085.18,8433.75,1303.300049,97.06
296,2016-11-07,703.1309814453125,10.808799743652344,0.0081084500998258,2131.52,8497.05,1278.300049,97.78
297,2016-11-08,709.8480224609375,10.833700180053713,0.0082062799483537,2139.56,8543.55,1273.400024,97.86
298,2016-11-09,723.2730102539062,10.655500411987305,0.0080787995830178,2163.26,8432.0,1272.599976,98.5
299,2016-11-10,715.5339965820312,10.524499893188477,0.0081359697505831,2167.48,8525.75,1265.5,98.78
300,2016-11-15,711.6190185546875,10.217499732971191,0.0078805200755596,2180.39,8108.45,1224.0,100.23
301,2016-11-16,744.197998046875,10.059100151062012,0.0078416103497147,2176.94,8111.6,1223.400024,100.41
302,2016-11-17,740.9769897460938,9.991180419921877,0.0077266399748623,2187.12,8079.95,1216.5,100.89
303,2016-11-18,751.5850219726562,9.476160049438477,0.0077778701670467,2181.9,8074.1,1208.5,101.21
304,2016-11-21,739.2479858398438,9.620820045471191,0.0075663002207875,2198.18,7929.1,1209.599976,101.05
305,2016-11-22,751.3469848632812,9.905719757080078,0.0074339001439511,2202.94,8002.3,1211.0,101.04
306,2016-11-23,744.593994140625,9.843620300292969,0.0070612397976219,2204.72,8033.3,1189.099976,101.7
307,2016-11-25,741.6489868164062,9.402050018310549,0.0069020399823784,2213.35,8114.3,1178.199951,101.49
308,2016-11-28,735.81298828125,8.724820137023926,0.0070079700089991,2201.72,8126.9,1190.599976,101.33
309,2016-11-29,735.60400390625,8.17411994934082,0.006780220195651,2204.66,8142.15,1187.900024,100.93
310,2016-11-30,745.6909790039062,8.587539672851562,0.0067226099781692,2198.81,8224.5,1170.800049,101.5
311,2016-12-01,756.7739868164062,8.452500343322754,0.0067021502181887,2191.08,8192.9,1166.900024,101.04
312,2016-12-02,777.9439697265625,7.759960174560547,0.006660449784249,2191.95,8086.8,1175.099976,100.77
313,2016-12-05,758.7000122070312,6.821660041809082,0.0064335297793149,2204.71,8128.75,1174.0,100.09
314,2016-12-06,764.2239990234375,7.868929862976074,0.0066553298383951,2212.23,8143.15,1167.599976,100.49
315,2016-12-07,768.1320190429688,8.38148021697998,0.0068510300479829,2241.35,8102.05,1175.0,100.23
316,2016-12-08,770.8099975585938,8.230509757995605,0.0070972801186144,2246.19,8246.85,1169.800049,101.1
317,2016-12-09,772.7940063476562,8.446009635925293,0.0071346699260175,2259.53,8261.75,1159.400024,101.59
318,2016-12-12,780.0869750976562,8.522210121154785,0.0067778299562633,2256.96,8170.8,1163.5,101.03
319,2016-12-13,780.5560302734375,8.422849655151367,0.0067082298919558,2271.72,8221.8,1156.699951,101.07
320,2016-12-14,781.4810180664062,8.265230178833008,0.0067046000622212,2253.28,8182.45,1161.300049,101.76
321,2016-12-15,778.0880126953125,7.828470230102539,0.0066620698198676,2262.03,8153.6,1127.800049,103.02
322,2016-12-16,784.906982421875,7.85821008682251,0.0067101698368787,2258.07,8139.45,1135.300049,102.95
323,2016-12-19,792.7139892578125,7.643819808959961,0.0065446100197732,2262.53,8104.35,1140.5,103.14
324,2016-12-20,800.8759765625,7.660039901733398,0.0064995600841939,2270.76,8082.4,1131.5,103.29
325,2016-12-21,834.281005859375,7.914400100708008,0.0064452099613845,2265.18,8061.3,1131.099976,103.02
326,2016-12-22,864.5399780273438,7.585000038146973,0.0063632000237703,2260.96,7979.1,1128.800049,103.09
327,2016-12-23,921.9840087890624,7.166150093078613,0.0062859500758349,2263.79,7985.75,1131.900024,103.01
328,2016-12-27,933.197998046875,7.170820236206055,0.0061991899274289,2268.88,8032.85,1137.300049,103.02
329,2016-12-28,975.9210205078124,7.520110130310059,0.006172829773277,2249.92,8034.85,1139.400024,103.3
330,2016-12-29,973.4970092773438,8.284159660339355,0.0063406098634004,2249.26,8103.6,1156.400024,102.68
331,2016-12-30,961.2379760742188,8.159979820251465,0.006426409818232,2238.83,8185.8,1150.0,102.21
332,2017-01-03,1043.8399658203125,9.725250244140623,0.006385900080204,2257.83,8192.25,1160.400024,103.21
333,2017-01-04,1154.72998046875,11.25160026550293,0.0065699601545929,2270.75,8190.5,1163.800049,102.7
334,2017-01-05,1013.3800048828124,10.254400253295898,0.0062009999528527,2269.0,8273.8,1179.699951,101.52
335,2017-01-06,902.2009887695312,10.25469970703125,0.0063146399334073,2276.98,8243.8,1171.900024,102.22
336,2017-01-09,902.8280029296876,10.325599670410156,0.006166520062834,2268.9,8236.05,1183.5,101.93
337,2017-01-10,907.6790161132812,10.549599647521973,0.0066983201541006,2268.9,8288.6,1184.199951,102.01
338,2017-01-11,777.7570190429688,9.71776008605957,0.0064110499806702,2275.32,8380.65,1195.599976,101.78
339,2017-01-12,804.833984375,9.861330032348633,0.006422929931432,2270.44,8407.2,1198.900024,101.35
340,2017-01-13,823.9840087890625,9.76949977874756,0.0065964600071311,2274.64,8400.35,1195.300049,101.18
341,2017-01-17,907.93798828125,10.302300453186035,0.0068004899658262,2267.89,8398.0,1212.0,100.33
342,2017-01-18,886.6179809570312,10.227800369262695,0.0067094201222062,2271.89,8417.0,1211.300049,100.93
343,2017-01-19,899.072998046875,10.397199630737305,0.0070336400531232,2263.69,8435.1,1200.900024,101.15
344,2017-01-20,895.0260009765625,10.600600242614746,0.0066752801649272,2271.31,8349.35,1204.300049,100.74
345,2017-01-23,921.0120239257812,10.820799827575684,0.0066972901113331,2265.2,8391.5,1215.0,100.16
346,2017-01-24,892.68701171875,10.63249969482422,0.0065399799495935,2280.07,8475.8,1210.300049,100.35
347,2017-01-25,901.5419921875,10.570500373840332,0.0065128901042044,2298.37,8602.75,1197.300049,100.03
348,2017-01-27,919.75,10.53730010986328,0.0064152898266911,2294.69,8641.25,1188.099976,100.53
349,2017-01-30,920.3820190429688,10.571200370788574,0.0063805100508034,2280.9,8632.75,1193.199951,100.43
350,2017-01-31,970.4030151367188,10.727499961853027,0.0063143097795546,2278.87,8561.3,1208.599976,99.51
351,2017-02-01,989.0230102539062,10.732099533081056,0.00653953012079,2279.55,8716.4,1205.599976,99.64
352,2017-02-02,1011.7999877929688,10.821399688720703,0.0064691300503909,2280.85,8734.25,1216.699951,99.79
353,2017-02-03,1029.9100341796875,11.114500045776367,0.0064739198423922,2297.42,8740.95,1218.5,99.87
354,2017-02-06,1038.1500244140625,11.389399528503418,0.0064495401456952,2292.56,8801.05,1230.0,99.91
355,2017-02-07,1061.3499755859375,11.515299797058104,0.0064066802151501,2293.08,8768.3,1234.199951,100.26
356,2017-02-08,1063.0699462890625,11.43120002746582,0.0064379698596894,2294.67,8769.05,1237.599976,100.28
357,2017-02-09,994.3829956054688,11.03219985961914,0.00637389998883,2307.87,8778.4,1235.099976,100.65
358,2017-02-10,988.6740112304688,11.278900146484377,0.0062891100533306,2316.1,8793.55,1234.400024,100.8
359,2017-02-13,990.6420288085938,11.26949977874756,0.0062514198943972,2328.25,8805.05,1224.400024,100.96
360,2017-02-14,1004.5499877929688,13.02519989013672,0.0062784599140286,2337.58,8792.3,1223.900024,101.25
361,2017-02-15,1007.47998046875,12.919699668884276,0.0061473902314901,2349.25,8724.7,1231.699951,101.18
362,2017-02-16,1027.43994140625,12.90369987487793,0.0060272999107837,2347.22,8778.0,1240.0,100.44
363,2017-02-17,1046.2099609375,12.67650032043457,0.0059354901313781,2351.16,8821.7,1237.599976,100.95
364,2017-02-21,1115.300048828125,12.668399810791016,0.0058318302035331,2365.38,8907.85,1237.5,101.37
365,2017-02-22,1117.43994140625,12.59969997406006,0.005859559867531,2362.82,8926.9,1232.0,101.22
366,2017-02-23,1166.719970703125,13.119400024414062,0.0058947801589965,2363.81,8939.5,1250.199951,101.05
367,2017-02-27,1179.969970703125,15.396499633789062,0.005608620122075,2369.75,8896.7,1257.400024,101.13
368,2017-02-28,1179.969970703125,15.81719970703125,0.005535639822483,2363.64,8879.6,1252.599976,101.12
369,2017-03-01,1222.5,17.349700927734375,0.0054078297689557,2395.96,8945.8,1248.900024,101.78
370,2017-03-02,1251.010009765625,19.03019905090332,0.0059908600524067,2381.92,8899.75,1231.900024,102.2
371,2017-03-03,1274.989990234375,19.458999633789062,0.0063394499011337,2383.12,8897.55,1225.5,101.54
372,2017-03-06,1272.8299560546875,19.60569953918457,0.0060569499619305,2375.31,8963.45,1224.5,101.64
373,2017-03-07,1223.5400390625,18.888599395751957,0.0065343300811946,2368.39,8946.9,1215.099976,101.81
374,2017-03-08,1150.0,16.65130043029785,0.0065089701674878,2362.98,8924.3,1208.5,102.07
375,2017-03-09,1188.489990234375,17.75469970703125,0.0064981197938323,2364.87,8927.0,1202.400024,101.85
376,2017-03-10,1116.719970703125,19.332300186157227,0.0062273801304399,2372.6,8934.55,1200.699951,101.25
377,2017-03-14,1240.0,28.654600143432617,0.0063812299631536,2365.45,9087.0,1201.900024,101.7
378,2017-03-15,1249.6099853515625,35.05590057373047,0.0063140299171209,2385.26,9084.8,1200.099976,100.74
379,2017-03-16,1187.81005859375,46.34579849243164,0.0063938298262655,2381.38,9153.7,1226.5,100.36
380,2017-03-17,1100.22998046875,46.82799911499024,0.0061160600744187,2378.25,9160.05,1229.800049,100.3
381,2017-03-20,1054.22998046875,43.39020156860352,0.0069753201678395,2373.47,9126.85,1233.599976,100.41
382,2017-03-21,1120.5400390625,43.14509963989258,0.0069091701880097,2344.02,9121.5,1246.099976,99.81
383,2017-03-22,1049.1400146484375,42.342098236083984,0.0073009398765861,2348.45,9030.45,1249.300049,99.68
384,2017-03-23,1038.5899658203125,43.67839813232422,0.0105820000171661,2345.96,9086.3,1246.900024,99.76
385,2017-03-24,937.52001953125,53.10749816894531,0.0105181001126766,2343.98,9108.0,1248.199951,99.63
386,2017-03-27,1045.77001953125,49.666900634765625,0.0095972204580903,2341.59,9045.2,1255.400024,99.17
387,2017-03-28,1047.1500244140625,50.774898529052734,0.0095138801261782,2358.57,9100.8,1255.300049,99.71
388,2017-03-29,1039.969970703125,53.1260986328125,0.0101012997329235,2361.13,9143.8,1253.400024,100.0
389,2017-03-30,1026.4300537109375,52.2057991027832,0.0132755003869533,2368.06,9173.75,1245.0,100.41
390,2017-03-31,1071.7900390625,50.03730010986328,0.0208893008530139,2362.72,9173.75,1247.300049,100.35
391,2017-04-03,1143.81005859375,44.35639953613281,0.0330225005745887,2358.84,9237.85,1250.800049,100.54
392,2017-04-05,1124.780029296875,45.30400085449219,0.0355444997549057,2352.95,9265.15,1245.400024,100.56
393,2017-04-06,1182.6800537109375,43.24209976196289,0.0326647982001304,2357.49,9261.95,1250.300049,100.67
394,2017-04-07,1176.9000244140625,42.16260147094727,0.0363195016980171,2355.54,9198.3,1254.300049,101.18
395,2017-04-10,1187.1300048828125,43.43519973754883,0.0335980989038944,2357.16,9181.45,1251.099976,101.02
396,2017-04-11,1205.010009765625,43.40719985961914,0.0329515002667903,2353.78,9237.0,1271.199951,100.71
397,2017-04-12,1200.3699951171875,46.28730010986328,0.0343360006809234,2344.93,9203.45,1275.300049,100.78
398,2017-04-13,1169.280029296875,50.21939849853516,0.0343829989433288,2328.95,9150.8,1285.900024,100.56
399,2017-04-17,1193.9100341796875,48.30459976196289,0.033654898405075,2349.01,9139.3,1289.400024,100.29
400,2017-04-18,1211.6700439453125,50.70750045776367,0.0331835001707077,2342.19,9105.15,1291.699951,99.5
401,2017-04-19,1210.2900390625,48.305301666259766,0.0301731992512941,2338.17,9103.5,1281.400024,99.74
402,2017-04-20,1229.0799560546875,49.67219924926758,0.0299836993217468,2355.84,9136.4,1281.900024,99.78
403,2017-04-21,1222.050048828125,48.22439956665039,0.0327794998884201,2348.69,9119.4,1287.400024,99.98
404,2017-04-24,1250.1500244140625,50.03150177001953,0.0313843004405498,2374.15,9217.95,1275.800049,99.09
405,2017-04-25,1265.489990234375,49.89120101928711,0.0323464013636112,2388.61,9306.6,1265.599976,98.78
406,2017-04-26,1281.0799560546875,52.72029876708984,0.0327968001365661,2387.45,9351.85,1262.099976,99.05
407,2017-04-27,1317.72998046875,62.167701721191406,0.0348160006105899,2388.77,9342.15,1263.699951,99.08
408,2017-04-28,1316.47998046875,70.1592025756836,0.0444750003516674,2384.2,9304.05,1266.099976,99.05
409,2017-05-02,1452.8199462890625,77.26380157470703,0.0539081990718841,2391.17,9313.8,1255.099976,98.98
410,2017-05-03,1490.0899658203125,79.71820068359375,0.0604900009930133,2388.13,9311.95,1246.400024,99.21
411,2017-05-04,1537.6700439453125,96.9813995361328,0.0789143964648246,2389.52,9359.9,1226.5,98.8
412,2017-05-05,1555.449951171875,94.39849853515624,0.0935505032539367,2399.29,9285.3,1224.800049,98.65
413,2017-05-08,1723.3499755859375,91.42040252685548,0.1982119977474212,2399.38,9314.05,1225.300049,99.06
414,2017-05-09,1755.3599853515625,91.16290283203124,0.1600739955902099,2396.92,9316.85,1214.300049,99.66
415,2017-05-10,1787.1300048828125,89.52490234375,0.1860660016536712,2399.63,9407.3,1217.300049,99.67
416,2017-05-11,1848.5699462890625,89.87969970703125,0.1831350028514862,2394.44,9422.4,1222.699951,99.62
417,2017-05-12,1724.239990234375,88.65540313720703,0.2060679942369461,2390.9,9400.9,1226.199951,99.25
418,2017-05-15,1738.4300537109375,92.41490173339844,0.2707200050354004,2402.32,9445.4,1228.599976,98.91
419,2017-05-16,1734.449951171875,89.43800354003906,0.3498609960079193,2400.67,9512.25,1235.0,98.11
420,2017-05-17,1839.0899658203125,89.86039733886719,0.394131988286972,2357.03,9525.75,1257.5,97.58
421,2017-05-18,1888.6500244140625,96.90630340576172,0.3648689985275268,2365.72,9429.45,1251.699951,97.88
422,2017-05-19,1987.7099609375,129.52699279785156,0.327800989151001,2381.73,9427.9,1252.699951,97.14
423,2017-05-22,2173.39990234375,174.26100158691406,0.3179540038108825,2394.02,9438.25,1260.699951,96.98
424,2017-05-23,2320.419921875,181.95199584960935,0.3233680129051208,2398.42,9386.15,1254.800049,97.35
425,2017-05-24,2443.639892578125,190.04600524902344,0.2958900034427643,2404.39,9360.55,1252.400024,97.24
426,2017-05-25,2304.97998046875,174.4459991455078,0.246065005660057,2415.07,9509.75,1255.800049,97.25
427,2017-05-26,2202.419921875,160.4029998779297,0.271807998418808,2415.82,9595.1,1267.599976,97.44
428,2017-05-30,2175.469970703125,231.91099548339844,0.2053239941596985,2412.91,9624.55,1262.099976,97.28
429,2017-05-31,2286.409912109375,230.66900634765625,0.2465900033712387,2411.8,9621.25,1272.0,96.92
430,2017-06-01,2407.8798828125,222.23899841308597,0.3336569964885711,2430.06,9616.1,1267.0,97.2
431,2017-06-02,2488.550048828125,223.7749938964844,0.3034479916095733,2439.07,9653.5,1276.800049,96.72
432,2017-06-05,2686.81005859375,248.4640045166016,0.2940030097961426,2436.1,9675.1,1279.300049,96.8
433,2017-06-06,2863.199951171875,264.46600341796875,0.2845480144023895,2429.33,9637.15,1294.400024,96.64
434,2017-06-07,2732.159912109375,258.0710144042969,0.2797830104827881,2433.14,9663.9,1290.099976,96.75
435,2017-06-08,2805.6201171875,261.6659851074219,0.289678007364273,2433.79,9647.25,1276.300049,96.92
436,2017-06-09,2823.81005859375,281.73699951171875,0.2860189974308014,2431.77,9668.25,1268.5,97.27
437,2017-06-12,2659.6298828125,401.489990234375,0.2539640069007873,2429.39,9616.4,1266.099976,97.14
438,2017-06-13,2717.02001953125,397.5369873046875,0.2661530077457428,2440.35,9606.9,1265.800049,96.97
439,2017-06-14,2506.3701171875,359.0530090332031,0.2784470021724701,2437.92,9618.15,1272.800049,96.94
440,2017-06-15,2464.580078125,361.9330139160156,0.2592659890651703,2432.46,9578.05,1252.199951,97.43
441,2017-06-16,2518.56005859375,370.22698974609375,0.2620680034160614,2433.15,9588.05,1254.0,97.16
442,2017-06-19,2589.60009765625,370.0559997558594,0.296068012714386,2453.46,9657.55,1244.199951,97.55
443,2017-06-20,2721.7900390625,359.0050048828125,0.3244270086288452,2437.03,9653.5,1241.0,97.76
444,2017-06-21,2689.10009765625,336.8720092773437,0.2963660061359405,2435.61,9633.6,1243.400024,97.56
445,2017-06-22,2705.409912109375,336.3710021972656,0.2978479862213135,2434.5,9630.0,1247.599976,97.59
446,2017-06-23,2744.909912109375,341.739013671875,0.3199779987335205,2438.3,9574.95,1256.199951,97.26
447,2017-06-27,2552.449951171875,293.0880126953125,0.276306003332138,2419.38,9511.4,1246.400024,96.39
448,2017-06-28,2574.7900390625,327.927001953125,0.2804549932479858,2440.69,9491.25,1248.0,96.01
449,2017-06-29,2539.320068359375,302.88299560546875,0.2654210031032562,2419.7,9504.1,1244.199951,95.63
450,2017-06-30,2480.840087890625,294.9159851074219,0.2629300057888031,2423.41,9520.9,1240.699951,95.63
451,2017-07-05,2601.989990234375,268.77398681640625,0.2565230131149292,2432.54,9637.6,1220.400024,96.29
452,2017-07-06,2608.56005859375,270.54901123046875,0.2546409964561462,2409.75,9674.55,1222.199951,95.8
453,2017-07-07,2518.659912109375,245.99099731445312,0.2394800037145614,2425.18,9665.8,1208.599976,96.01
454,2017-07-10,2372.56005859375,215.35699462890625,0.2031649947166443,2427.43,9771.05,1212.099976,96.02
455,2017-07-11,2337.7900390625,197.4040069580078,0.1850190013647079,2425.53,9786.05,1213.599976,95.67
456,2017-07-12,2398.840087890625,230.7740020751953,0.2053540050983429,2443.25,9816.1,1218.099976,95.76
457,2017-07-13,2357.89990234375,209.7330017089844,0.2008090019226074,2447.83,9891.7,1216.300049,95.73
458,2017-07-14,2233.340087890625,199.66200256347656,0.1907690018415451,2459.27,9886.35,1226.599976,95.15
459,2017-07-17,2228.409912109375,193.4239959716797,0.1778890043497085,2459.14,9915.95,1232.800049,95.13
460,2017-07-18,2318.8798828125,234.39100646972656,0.1887180060148239,2460.61,9827.15,1241.099976,94.6
461,2017-07-19,2273.429931640625,199.7030029296875,0.1683879941701889,2473.83,9899.6,1241.199951,94.78
462,2017-07-20,2817.60009765625,227.26499938964844,0.1882950067520141,2473.45,9873.3,1244.800049,94.31
463,2017-07-21,2667.760009765625,218.30499267578125,0.1826079934835434,2472.54,9915.25,1254.300049,93.86
464,2017-07-24,2754.860107421875,224.71099853515625,0.19200199842453,2469.91,9966.4,1253.900024,93.98
465,2017-07-25,2576.47998046875,206.7100067138672,0.1781039983034134,2477.13,9964.55,1251.699951,94.05
466,2017-07-26,2529.449951171875,203.9530029296875,0.1738220006227493,2477.83,10020.65,1249.0,93.67
467,2017-07-27,2671.780029296875,204.3179931640625,0.173456996679306,2475.42,10020.55,1259.599976,93.86
468,2017-07-28,2809.010009765625,193.1230010986328,0.1659370064735412,2472.1,10014.5,1268.400024,93.26
469,2017-07-31,2875.340087890625,203.8710021972656,0.167385995388031,2470.3,10077.1,1266.599976,92.86
470,2017-08-01,2718.260009765625,226.7689971923828,0.1770530045032501,2476.35,10114.65,1272.599976,93.04
471,2017-08-02,2710.669921875,219.95199584960935,0.173113003373146,2477.57,10081.5,1271.800049,92.84
472,2017-08-03,2804.72998046875,225.3419952392578,0.1746120005846023,2472.16,10013.65,1267.800049,92.84
473,2017-08-04,2895.889892578125,223.072998046875,0.1737429946660995,2476.83,10066.4,1258.300049,93.54
474,2017-08-07,3378.93994140625,269.17999267578125,0.1790210008621215,2480.91,10057.4,1258.199951,93.43
475,2017-08-08,3419.93994140625,296.7690124511719,0.1925860047340393,2474.92,9978.55,1256.400024,93.65
476,2017-08-09,3342.469970703125,296.0270080566406,0.1829469949007034,2474.02,9908.05,1273.0,93.55
477,2017-08-10,3381.280029296875,295.8919982910156,0.1803990006446838,2438.21,9820.25,1283.699951,93.4
478,2017-08-11,3650.6201171875,308.864013671875,0.1793069988489151,2441.32,9710.8,1287.699951,93.07
479,2017-08-14,4325.1298828125,300.09698486328125,0.1699910014867782,2465.84,9794.15,1284.199951,93.41
480,2017-08-16,4376.6298828125,302.2669982910156,0.1604309976100921,2468.11,9897.3,1276.900024,93.54
481,2017-08-17,4331.68994140625,301.4570007324219,0.1574980020523071,2430.01,9904.15,1286.400024,93.62
482,2017-08-18,4160.6201171875,295.5899963378906,0.1588830053806305,2425.55,9837.4,1285.699951,93.43
483,2017-08-21,4001.739990234375,321.59100341796875,0.1919180005788803,2428.37,9754.35,1290.800049,93.09
484,2017-08-22,4100.52001953125,314.7850036621094,0.2392860054969787,2452.51,9765.55,1285.099976,93.55
485,2017-08-23,4151.52001953125,317.5190124511719,0.2468270063400268,2444.04,9852.5,1288.900024,93.15
486,2017-08-24,4334.68017578125,325.6109924316406,0.2189580053091049,2438.97,9857.05,1286.5,93.28
487,2017-08-28,4382.66015625,347.7470092773437,0.2245080024003982,2444.24,9912.8,1309.699951,92.21
488,2017-08-29,4579.02001953125,370.6669921875,0.2185640037059784,2446.3,9796.05,1313.099976,92.25
489,2017-08-30,4565.2998046875,378.4849853515625,0.2280060052871704,2457.59,9884.4,1308.099976,92.88
490,2017-08-31,4703.39013671875,383.0419921875,0.2556299865245819,2471.65,9917.9,1316.199951,92.67
491,2017-09-01,4892.009765625,387.7409973144531,0.2484789937734604,2476.55,9974.4,1324.5,92.81
492,2017-09-05,4376.52978515625,312.9880065917969,0.2151889950037002,2457.85,9952.2,1339.199951,92.25
493,2017-09-06,4597.1201171875,334.3380126953125,0.2261860072612762,2465.54,9916.2,1333.900024,92.29
494,2017-09-07,4599.8798828125,329.4280090332031,0.2236399948596954,2465.1,9929.9,1345.099976,91.66
495,2017-09-08,4228.75,296.4970092773437,0.2115180045366287,2461.43,9934.8,1346.0,91.35
496,2017-09-11,4161.27001953125,294.5320129394531,0.2144410014152526,2488.11,10006.05,1331.0,91.9
497,2017-09-12,4130.81005859375,291.4639892578125,0.209303006529808,2496.48,10093.05,1328.0,91.88
498,2017-09-13,3882.590087890625,277.11199951171875,0.200777992606163,2498.37,10079.3,1323.400024,92.52
499,2017-09-14,3154.949951171875,213.9080047607422,0.1641670018434524,2495.62,10086.6,1324.699951,92.12
500,2017-09-15,3637.52001953125,250.4640045166016,0.1813579946756363,2500.23,10085.4,1320.400024,91.87
501,2017-09-18,4065.199951171875,293.4970092773437,0.1897680014371872,2503.87,10153.1,1306.300049,92.05
502,2017-09-19,3924.969970703125,282.8039855957031,0.1840409934520721,2506.65,10147.55,1306.199951,91.79
503,2017-09-20,3905.949951171875,283.74200439453125,0.1820780038833618,2508.24,10141.15,1312.0,92.51
504,2017-09-21,3631.0400390625,258.5799865722656,0.1717540025711059,2500.6,10121.9,1290.599976,92.19
505,2017-09-22,3630.699951171875,264.3099975585937,0.1735100001096725,2502.22,9964.4,1293.300049,92.17
506,2017-09-25,3926.070068359375,292.3320007324219,0.1814869940280914,2496.66,9872.6,1306.800049,92.65
507,2017-09-26,3892.35009765625,287.43798828125,0.1861190050840377,2496.84,9871.5,1297.0,92.97
508,2017-09-27,4200.669921875,306.4670104980469,0.2032990008592605,2507.04,9735.75,1283.400024,93.36
509,2017-09-28,4174.72998046875,299.1549987792969,0.1961310058832168,2510.06,9768.95,1285.5,93.08
510,2017-09-29,4163.06982421875,291.4670104980469,0.1936060041189193,2519.36,9788.6,1281.5,93.08
511,2017-10-03,4317.47998046875,292.4630126953125,0.2033179998397827,2534.58,9859.5,1271.5,93.57
512,2017-10-04,4229.35986328125,292.6579895019531,0.2147739976644516,2537.74,9914.9,1273.699951,93.46
513,2017-10-05,4328.41015625,295.8630065917969,0.2370160073041916,2552.07,9888.7,1269.900024,93.96
514,2017-10-06,4370.81005859375,308.5880126953125,0.2340389937162399,2549.33,9979.7,1271.599976,93.8
